username,department,role,event_type,hour,failed_logins_10m,denied_accesses_10m,unique_resources_30m,off_hours,role_mismatch,device_mismatch,recent_password_reset,successful_recovery,department_resource_mismatch,resource_sensitivity,recent_endpoints_used,time_since_last_event_seconds,sequence_pattern,historical_user_deviation,user_baseline_risk,repeated_resource_accesses,resource_traversal_count,label
jake,finance,Financial Analyst,file_access_success,9,1,0,4,0,0,0,0,1,0,1,1,1731,routine_access,0.235,0.089,0,2,normal
hannah,it,Security Administrator,file_access_success,16,1,1,3,0,0,0,0,1,0,3,1,601,normal_login_access,0.009,0.004,1,3,normal
lucas,sales,Sales Manager,file_access_success,15,0,0,4,0,0,0,0,0,0,1,1,1090,routine_access,0.05,0.1,1,3,normal
ruby,sales,Sales Executive,login_success,15,0,0,5,0,0,0,0,0,0,2,1,1723,normal_login_access,0.12,0.092,2,1,normal
victoria,office_admin,Office Manager,file_access_success,18,0,0,1,0,0,0,0,0,0,3,1,304,normal_login_access,0.055,0.155,3,2,normal
george,sales,Business Development Executive,file_access_success,17,0,0,4,0,0,0,0,0,0,2,2,1193,repeated_legitimate_access,0.079,0.155,0,1,normal
millie,sales,Account Executive,login_success,11,0,0,4,0,1,0,0,0,0,1,1,862,repeated_legitimate_access,0.166,0.039,1,1,normal
daisy,sales,Business Development Executive,login_success,10,0,0,3,0,0,0,0,0,0,2,1,1473,repeated_legitimate_access,0.202,0.134,1,3,normal
sam,it,Junior IT Support Technician,login_success,14,0,0,2,0,0,0,0,0,0,3,1,405,routine_access,0.077,0.152,4,1,normal
erin,it,Identity and Access Administrator,file_access_success,10,0,0,5,0,0,0,1,1,0,3,2,1509,repeated_legitimate_access,0.018,0.018,0,3,normal
sarah,hr,HR Manager,file_access_success,12,0,0,2,0,0,0,0,0,0,2,1,1405,repeated_legitimate_access,0.087,0.139,3,1,normal
ella,sales,Senior Sales Executive,login_success,12,0,0,2,0,0,0,0,0,0,1,1,1520,normal_login_access,0.055,0.015,0,1,normal
nina,office_admin,Site Administrator,file_access_success,14,0,0,5,0,0,0,0,0,0,1,1,194,routine_access,0.069,0.122,0,1,normal
zoe,it,Systems Administrator,file_access_success,17,0,0,4,0,0,0,0,0,0,1,1,1765,routine_access,0.174,0.069,4,1,normal
lucy,it,Monitoring and Logging Analyst,login_success,7,0,0,4,1,0,0,0,0,0,3,1,583,normal_login_access,0.21,0.067,3,2,normal
archie,hr,HR Assistant,login_success,10,0,0,3,0,0,0,0,0,0,2,1,647,repeated_legitimate_access,0.229,0.058,0,3,normal
theo,sales,Junior Sales Executive,login_success,17,0,0,4,0,0,0,0,0,0,3,1,1023,routine_access,0.159,0.116,0,2,normal
george,sales,Business Development Executive,login_success,9,0,0,5,0,0,0,0,0,0,2,1,1378,repeated_legitimate_access,0.061,0.036,4,3,normal
daisy,sales,Business Development Executive,login_success,13,0,0,1,0,0,0,0,0,0,3,1,1302,normal_login_access,0.004,0.087,2,1,normal
ava,hr,Employee Relations Advisor,file_access_success,10,0,0,2,0,0,0,0,0,0,1,1,1666,normal_login_access,0.161,0.007,4,2,normal
chloe,hr,HR Advisor,file_access_success,7,0,0,5,1,0,0,0,0,0,3,1,250,routine_access,0.118,0.009,1,3,normal
theo,sales,Junior Sales Executive,login_success,15,0,0,5,0,0,0,0,0,0,3,1,268,normal_login_access,0.074,0.147,2,2,normal
george,sales,Business Development Executive,file_access_success,18,1,0,2,1,0,0,0,1,0,2,1,891,repeated_legitimate_access,0.133,0.125,2,3,normal
freya,sales,Sales Executive,login_success,9,0,0,4,0,0,0,0,0,0,2,1,1763,normal_login_access,0.086,0.076,2,2,normal
millie,sales,Account Executive,file_access_success,9,0,0,2,0,0,0,0,0,0,2,1,285,repeated_legitimate_access,0.215,0.033,4,2,normal
jack,sales,Senior Sales Executive,login_success,9,0,0,5,0,0,0,0,0,0,1,1,1484,normal_login_access,0.017,0.156,1,1,normal
emma,finance,Accounts Payable Assistant,file_access_success,15,0,0,3,0,0,0,0,0,0,1,1,917,normal_login_access,0.086,0.148,1,3,normal
leo,hr,Learning and Development Coordinator,file_access_success,10,0,0,2,0,0,0,0,0,0,1,1,1154,routine_access,0.178,0.114,0,3,normal
ella,sales,Senior Sales Executive,file_access_success,11,0,0,2,0,0,0,0,0,0,2,1,168,routine_access,0.184,0.086,3,1,normal
mason,hr,Recruitment Coordinator,file_access_success,12,0,0,3,0,0,0,0,0,0,3,2,1663,repeated_legitimate_access,0.004,0.076,1,1,normal
nathan,it,Senior Systems Administrator,file_access_success,11,0,0,5,0,0,0,0,0,0,1,1,1490,routine_access,0.096,0.03,4,1,normal
adam,it,Senior IT Support Engineer,login_success,11,0,0,5,0,0,0,0,0,0,1,1,714,routine_access,0.119,0.119,3,3,normal
ben,office_admin,Deputy Office Manager,file_access_success,15,0,0,2,0,0,0,0,0,0,3,2,1161,routine_access,0.043,0.132,3,3,normal
victoria,office_admin,Office Manager,login_success,18,0,1,2,0,0,0,0,0,0,2,1,463,routine_access,0.043,0.165,2,3,normal
nathan,it,Senior Systems Administrator,file_access_success,16,0,0,5,0,0,0,0,0,0,2,2,808,routine_access,0.002,0.057,1,3,normal
zoe,it,Systems Administrator,file_access_success,11,0,0,1,0,0,0,0,0,0,2,2,689,normal_login_access,0.06,0.05,4,1,normal
ben,office_admin,Deputy Office Manager,login_success,10,2,0,4,0,0,0,0,1,0,3,1,828,repeated_legitimate_access,0.022,0.108,4,1,normal
daisy,sales,Business Development Executive,login_success,13,0,0,1,0,0,0,0,0,0,3,1,455,repeated_legitimate_access,0.082,0.092,0,1,normal
harry,hr,People Operations Administrator,login_success,12,1,1,1,0,0,0,0,1,0,1,1,1397,normal_login_access,0.111,0.112,4,2,normal
mason,hr,Recruitment Coordinator,login_success,15,0,0,2,0,0,0,0,0,0,2,1,930,repeated_legitimate_access,0.194,0.117,2,3,normal
victoria,office_admin,Office Manager,file_access_success,14,1,0,2,0,0,0,0,1,0,1,1,814,routine_access,0.148,0.081,2,2,normal
millie,sales,Account Executive,login_success,15,2,0,3,0,0,0,0,1,0,1,1,1732,routine_access,0.069,0.011,0,3,normal
ethan,hr,HR Advisor,file_access_success,10,0,0,1,0,0,0,0,0,0,1,2,1113,repeated_legitimate_access,0.155,0.014,3,2,normal
grace,finance,Finance Manager,login_success,8,0,0,4,0,0,0,0,0,0,3,1,745,repeated_legitimate_access,0.025,0.033,0,3,normal
victoria,office_admin,Office Manager,login_success,11,0,0,4,0,0,0,0,0,0,1,1,307,routine_access,0.213,0.07,4,2,normal
hannah,it,Security Administrator,file_access_success,10,0,0,4,0,0,0,0,0,0,1,1,433,routine_access,0.195,0.141,0,2,normal
rosie,sales,Sales Support Coordinator,file_access_success,17,0,0,5,0,0,0,0,0,0,2,1,1317,repeated_legitimate_access,0.177,0.18,2,3,normal
theo,sales,Junior Sales Executive,file_access_success,12,0,0,4,0,0,0,0,0,0,1,1,579,repeated_legitimate_access,0.013,0.172,2,2,normal
daniel,finance,Senior Accountant,login_success,13,0,0,5,0,0,0,0,0,0,1,1,1624,routine_access,0.131,0.107,1,3,normal
daisy,sales,Business Development Executive,file_access_success,17,0,0,3,0,0,0,0,0,0,2,1,1466,normal_login_access,0.235,0.132,1,3,normal
george,sales,Business Development Executive,login_success,15,0,0,5,0,0,0,0,0,0,3,1,299,normal_login_access,0.228,0.109,2,1,normal
zoe,it,Systems Administrator,login_success,6,0,0,2,1,0,0,0,0,0,3,1,1549,routine_access,0.051,0.112,1,3,normal
george,sales,Business Development Executive,file_access_success,11,0,0,1,0,0,0,0,0,0,2,1,1385,routine_access,0.053,0.059,1,3,normal
adam,it,Senior IT Support Engineer,login_success,8,1,0,4,0,0,0,0,1,0,2,1,299,repeated_legitimate_access,0.047,0.096,1,2,normal
emma,finance,Accounts Payable Assistant,login_success,12,0,0,5,0,0,0,0,0,0,1,1,729,normal_login_access,0.067,0.15,0,2,normal
nina,office_admin,Site Administrator,file_access_success,9,0,0,2,0,0,0,0,0,1,2,1,1581,normal_login_access,0.116,0.07,1,2,normal
ben,office_admin,Deputy Office Manager,login_success,16,0,0,5,0,0,0,0,0,0,1,1,1304,routine_access,0.185,0.053,1,1,normal
archie,hr,HR Assistant,login_success,9,0,0,4,0,0,0,0,0,0,1,1,1513,normal_login_access,0.095,0.014,4,1,normal
olivia,finance,Financial Reporting Accountant,file_access_success,8,1,0,4,0,0,0,0,1,0,1,1,996,routine_access,0.097,0.076,2,1,normal
olivia,finance,Financial Reporting Accountant,file_access_success,9,0,0,5,0,0,0,0,0,0,3,1,1760,normal_login_access,0.114,0.164,0,1,normal
erin,it,Identity and Access Administrator,file_access_success,15,0,0,4,0,0,0,0,0,0,1,1,1412,repeated_legitimate_access,0.181,0.092,4,3,normal
oscar,sales,Sales Executive,login_success,9,0,0,2,0,0,0,0,0,0,2,1,860,repeated_legitimate_access,0.249,0.084,3,2,normal
alex,it,IT Manager,file_access_success,7,0,0,5,1,0,0,1,0,0,3,1,1173,normal_login_access,0.061,0.022,3,2,normal
ruby,sales,Sales Executive,login_success,11,0,0,4,0,0,0,0,0,0,2,1,955,normal_login_access,0.23,0.137,2,3,normal
victoria,office_admin,Office Manager,login_success,10,0,0,1,0,0,0,0,0,0,3,1,1548,routine_access,0.156,0.149,3,3,normal
harry,hr,People Operations Administrator,login_success,10,0,0,5,0,0,0,0,0,0,2,1,684,routine_access,0.148,0.054,4,2,normal
daisy,sales,Business Development Executive,file_access_success,17,0,0,4,0,0,0,0,0,0,3,1,1153,repeated_legitimate_access,0.207,0.153,4,2,normal
theo,sales,Junior Sales Executive,file_access_success,11,1,0,2,0,0,0,0,1,0,1,1,629,normal_login_access,0.025,0.019,3,2,normal
ava,hr,Employee Relations Advisor,login_success,8,1,0,3,0,0,0,0,1,0,1,1,463,routine_access,0.139,0.138,0,3,normal
ethan,hr,HR Advisor,login_success,10,1,0,4,0,0,0,0,1,0,1,1,872,routine_access,0.072,0.042,0,2,normal
nina,office_admin,Site Administrator,login_success,16,0,0,1,0,0,0,0,0,0,1,1,1353,repeated_legitimate_access,0.235,0.075,2,1,normal
mia,hr,HR Administrator,login_success,15,1,0,5,0,0,0,0,1,0,3,1,697,repeated_legitimate_access,0.074,0.021,1,3,normal
chloe,hr,HR Advisor,file_access_success,17,0,0,1,0,0,0,1,1,0,3,1,1201,routine_access,0.143,0.044,2,2,normal
grace,finance,Finance Manager,file_access_success,9,0,0,3,0,0,0,0,0,0,3,1,624,routine_access,0.112,0.182,2,3,normal
archie,hr,HR Assistant,file_access_success,11,0,1,5,0,0,0,0,0,0,1,1,853,routine_access,0.0,0.053,4,3,normal
daniel,finance,Senior Accountant,login_success,15,0,0,4,0,0,0,0,0,0,3,1,1097,repeated_legitimate_access,0.223,0.155,4,3,normal
ava,hr,Employee Relations Advisor,login_success,12,0,0,3,0,0,0,0,0,0,3,1,1569,normal_login_access,0.107,0.184,3,1,normal
grace,finance,Finance Manager,login_success,16,0,0,4,0,0,0,0,0,0,3,1,967,repeated_legitimate_access,0.234,0.04,1,2,normal
lily,hr,HR Assistant,file_access_success,12,0,0,4,0,0,0,0,0,0,3,1,558,routine_access,0.126,0.144,1,1,normal
ella,sales,Senior Sales Executive,file_access_success,8,0,0,3,0,0,0,0,0,0,1,1,616,normal_login_access,0.208,0.098,2,3,normal
mason,hr,Recruitment Coordinator,login_success,13,0,0,2,0,0,0,0,0,0,1,1,1194,normal_login_access,0.157,0.128,1,1,normal
george,sales,Business Development Executive,login_success,17,0,0,5,0,0,0,0,0,0,3,1,1299,normal_login_access,0.005,0.071,1,1,normal
george,sales,Business Development Executive,login_success,9,0,0,1,0,0,0,0,0,0,1,1,1791,normal_login_access,0.162,0.074,4,1,normal
grace,finance,Finance Manager,file_access_success,11,0,0,2,0,1,0,0,0,0,1,1,1007,routine_access,0.229,0.073,0,3,normal
ava,hr,Employee Relations Advisor,login_success,17,0,0,4,0,0,0,1,1,0,3,1,197,repeated_legitimate_access,0.24,0.2,1,1,normal
ben,office_admin,Deputy Office Manager,file_access_success,17,0,0,1,0,0,0,0,0,0,1,1,316,repeated_legitimate_access,0.048,0.025,2,3,normal
ben,office_admin,Deputy Office Manager,file_access_success,21,2,0,2,1,0,0,0,1,0,2,1,1569,repeated_legitimate_access,0.197,0.164,2,2,normal
oscar,sales,Sales Executive,file_access_success,17,1,0,2,0,0,0,0,1,0,2,2,209,routine_access,0.102,0.114,1,1,normal
megan,it,IT Support Engineer,login_success,14,0,0,5,0,1,0,0,0,0,2,1,1005,routine_access,0.022,0.132,0,1,normal
oscar,sales,Sales Executive,file_access_success,14,0,0,2,0,0,0,0,0,0,2,1,844,normal_login_access,0.083,0.043,2,1,normal
sophie,finance,Payroll Administrator,file_access_success,12,0,0,5,0,0,0,0,0,0,1,1,467,repeated_legitimate_access,0.041,0.197,2,2,normal
rosie,sales,Sales Support Coordinator,file_access_success,13,0,0,3,0,0,0,0,0,0,3,1,1013,repeated_legitimate_access,0.184,0.179,4,3,normal
archie,hr,HR Assistant,login_success,9,0,0,1,0,0,0,0,0,0,3,1,204,routine_access,0.155,0.016,4,2,normal
emma,finance,Accounts Payable Assistant,login_success,17,0,0,5,0,0,0,0,0,0,3,1,538,normal_login_access,0.147,0.026,0,3,normal
callum,it,IT Support Technician,login_success,9,0,0,4,0,0,0,0,0,0,3,1,705,routine_access,0.053,0.165,3,3,normal
megan,it,IT Support Engineer,file_access_success,13,2,0,3,0,0,0,0,1,0,2,1,131,normal_login_access,0.038,0.171,4,2,normal
poppy,sales,Sales Administrator,login_success,17,0,0,3,0,0,0,0,0,0,3,2,227,normal_login_access,0.101,0.081,1,2,normal
alex,it,IT Manager,file_access_success,13,1,0,3,0,0,0,0,1,0,2,1,1477,normal_login_access,0.191,0.154,1,3,normal
millie,sales,Account Executive,login_success,18,0,0,2,1,0,0,0,0,0,2,1,406,routine_access,0.16,0.183,0,1,normal
mia,hr,HR Administrator,file_access_success,16,0,0,3,0,0,0,0,0,0,1,1,31,normal_login_access,0.118,0.184,0,2,normal
isla,hr,Recruitment Advisor,login_success,17,0,0,3,0,0,0,0,0,0,2,1,404,repeated_legitimate_access,0.048,0.053,2,3,normal
leo,hr,Learning and Development Coordinator,login_success,14,0,0,4,0,0,0,0,0,0,1,2,220,normal_login_access,0.235,0.109,2,2,normal
amelia,hr,Senior HR Advisor,file_access_success,12,0,0,4,0,0,0,0,0,0,3,2,1473,repeated_legitimate_access,0.216,0.083,3,3,normal
isla,hr,Recruitment Advisor,file_access_success,17,0,0,4,0,0,0,0,0,0,1,1,941,normal_login_access,0.121,0.142,4,1,normal
charlie,sales,Sales Support Assistant,file_access_success,12,0,0,5,0,0,0,0,0,0,2,1,865,normal_login_access,0.138,0.115,2,1,normal
callum,it,IT Support Technician,file_access_success,12,0,0,3,0,0,0,0,0,0,2,1,555,routine_access,0.047,0.115,1,2,normal
lucas,sales,Sales Manager,file_access_success,18,0,0,5,0,0,0,0,0,0,1,1,488,normal_login_access,0.137,0.119,1,3,normal
victoria,office_admin,Office Manager,file_access_success,18,0,0,3,1,0,0,0,0,1,1,1,422,repeated_legitimate_access,0.233,0.125,0,3,normal
amelia,hr,Senior HR Advisor,login_success,20,0,1,1,1,0,0,0,0,0,3,1,1006,routine_access,0.14,0.034,3,1,normal
george,sales,Business Development Executive,login_success,10,0,0,4,0,0,0,0,0,0,3,2,1657,routine_access,0.127,0.138,2,2,normal
mia,hr,HR Administrator,login_success,12,0,0,1,0,0,0,0,0,0,3,1,1299,routine_access,0.077,0.003,3,3,normal
grace,finance,Finance Manager,file_access_success,15,0,0,1,0,0,0,0,0,0,3,1,661,normal_login_access,0.223,0.051,4,1,normal
lily,hr,HR Assistant,login_success,9,0,0,3,0,0,0,0,0,0,2,1,1792,repeated_legitimate_access,0.071,0.016,3,1,normal
ava,hr,Employee Relations Advisor,login_success,14,0,0,1,0,0,0,1,1,0,2,1,886,normal_login_access,0.139,0.13,0,2,normal
nina,office_admin,Site Administrator,login_success,13,0,0,4,0,0,0,0,0,0,1,1,128,normal_login_access,0.075,0.189,3,2,normal
ava,hr,Employee Relations Advisor,file_access_success,9,0,0,5,0,0,0,0,0,0,1,1,1633,routine_access,0.046,0.158,3,3,normal
lucas,sales,Sales Manager,file_access_success,12,0,0,2,0,0,0,0,0,0,1,1,968,repeated_legitimate_access,0.198,0.11,3,3,normal
ethan,hr,HR Advisor,login_success,15,0,0,3,0,0,0,0,0,0,1,1,677,repeated_legitimate_access,0.19,0.093,4,2,normal
oscar,sales,Sales Executive,file_access_success,13,0,0,5,0,0,0,0,0,0,3,1,1257,routine_access,0.23,0.172,3,2,normal
olivia,finance,Financial Reporting Accountant,login_success,8,0,0,5,0,0,0,0,0,0,2,1,1686,normal_login_access,0.053,0.02,0,3,normal
jack,sales,Senior Sales Executive,file_access_success,9,0,0,4,0,0,0,0,0,0,2,1,1149,repeated_legitimate_access,0.01,0.144,3,3,normal
callum,it,IT Support Technician,login_success,12,1,0,5,0,0,0,0,1,0,1,1,954,normal_login_access,0.119,0.157,4,3,normal
ryan,it,Network Administrator,login_success,15,0,0,4,0,0,0,0,0,0,3,1,1285,normal_login_access,0.048,0.096,4,2,normal
charlie,sales,Sales Support Assistant,login_success,14,0,0,3,0,0,0,0,0,1,3,1,1738,normal_login_access,0.213,0.193,1,2,normal
alfie,sales,Sales Executive,login_success,17,0,0,4,0,0,0,0,0,0,1,1,292,normal_login_access,0.044,0.013,4,2,normal
olivia,finance,Financial Reporting Accountant,login_success,16,0,0,2,0,0,0,0,0,0,2,1,762,routine_access,0.024,0.118,2,1,normal
victoria,office_admin,Office Manager,file_access_success,14,1,0,5,0,1,0,0,1,0,1,1,1204,repeated_legitimate_access,0.017,0.116,1,1,normal
erin,it,Identity and Access Administrator,file_access_success,16,0,0,1,0,0,0,0,0,0,3,1,600,routine_access,0.02,0.181,1,2,normal
charlie,sales,Sales Support Assistant,file_access_success,14,0,1,2,0,0,0,0,0,0,2,1,399,repeated_legitimate_access,0.083,0.109,4,1,normal
nathan,it,Senior Systems Administrator,login_success,8,0,0,5,0,0,0,0,0,0,2,1,708,repeated_legitimate_access,0.067,0.189,0,3,normal
harry,hr,People Operations Administrator,file_access_success,11,0,0,1,0,0,0,0,0,0,3,1,1112,routine_access,0.022,0.162,4,3,normal
alex,it,IT Manager,file_access_success,20,0,0,5,1,0,0,0,0,0,1,1,1379,repeated_legitimate_access,0.125,0.052,1,3,normal
lucy,it,Monitoring and Logging Analyst,login_success,11,0,0,3,0,0,0,0,0,0,2,1,1549,routine_access,0.012,0.001,0,1,normal
alex,it,IT Manager,file_access_success,21,0,0,2,1,0,0,0,0,0,3,2,752,normal_login_access,0.222,0.125,0,3,normal
ryan,it,Network Administrator,file_access_success,19,0,0,3,1,0,0,0,0,0,2,1,694,normal_login_access,0.18,0.126,2,3,normal
nina,office_admin,Site Administrator,file_access_success,11,0,0,3,0,0,0,0,0,0,3,1,482,repeated_legitimate_access,0.025,0.04,1,1,normal
alfie,sales,Sales Executive,login_success,14,0,0,4,0,0,0,0,0,0,2,1,624,repeated_legitimate_access,0.08,0.008,2,2,normal
ethan,hr,HR Advisor,login_success,15,0,0,4,0,0,0,0,0,0,3,1,274,normal_login_access,0.08,0.095,0,3,normal
theo,sales,Junior Sales Executive,file_access_success,15,0,1,5,0,0,0,0,0,0,2,1,437,routine_access,0.065,0.119,3,2,normal
freya,sales,Sales Executive,login_success,16,1,0,1,0,0,0,0,1,0,3,1,1687,repeated_legitimate_access,0.165,0.056,0,3,normal
harry,hr,People Operations Administrator,file_access_success,17,0,0,3,0,0,0,0,0,0,2,1,264,repeated_legitimate_access,0.221,0.013,2,1,normal
nina,office_admin,Site Administrator,login_success,15,0,0,2,0,0,0,0,0,0,2,1,1200,routine_access,0.095,0.19,1,1,normal
millie,sales,Account Executive,file_access_success,13,0,0,4,0,0,0,0,0,0,3,1,484,normal_login_access,0.028,0.151,4,1,normal
sophie,finance,Payroll Administrator,file_access_success,17,1,0,1,0,0,0,0,1,0,1,1,37,routine_access,0.225,0.074,2,3,normal
ruby,sales,Sales Executive,login_success,11,0,0,2,0,0,0,0,0,0,3,2,1639,routine_access,0.053,0.185,1,2,normal
jack,sales,Senior Sales Executive,file_access_success,16,0,0,3,0,0,0,0,0,0,3,1,1265,routine_access,0.01,0.024,4,1,normal
lily,hr,HR Assistant,file_access_success,13,0,0,3,0,0,0,0,0,0,3,1,747,repeated_legitimate_access,0.211,0.035,0,1,normal
callum,it,IT Support Technician,file_access_success,18,0,0,2,0,0,0,0,0,0,1,1,862,routine_access,0.156,0.119,3,3,normal
poppy,sales,Sales Administrator,file_access_success,13,1,0,2,0,0,0,0,1,0,1,1,238,routine_access,0.2,0.178,1,2,normal
theo,sales,Junior Sales Executive,file_access_success,7,0,1,5,1,0,0,0,0,0,2,2,1397,normal_login_access,0.204,0.026,1,1,normal
ruby,sales,Sales Executive,login_success,16,0,0,2,0,0,0,0,0,1,1,1,1613,normal_login_access,0.226,0.155,1,1,normal
ava,hr,Employee Relations Advisor,login_success,8,0,0,3,0,0,0,0,0,0,1,1,649,routine_access,0.213,0.077,4,3,normal
poppy,sales,Sales Administrator,file_access_success,12,0,0,1,0,0,0,0,0,0,3,1,987,normal_login_access,0.091,0.107,0,3,normal
ryan,it,Network Administrator,login_success,8,0,0,3,0,0,0,0,0,0,3,1,1621,repeated_legitimate_access,0.098,0.019,0,3,normal
mason,hr,Recruitment Coordinator,file_access_success,9,0,0,4,0,0,0,0,0,0,1,2,1079,routine_access,0.2,0.025,3,1,normal
jack,sales,Senior Sales Executive,file_access_success,14,0,0,4,0,0,0,0,0,0,2,1,224,repeated_legitimate_access,0.097,0.045,3,2,normal
sam,it,Junior IT Support Technician,file_access_success,17,1,0,3,0,0,0,0,1,0,1,1,976,routine_access,0.011,0.179,0,2,normal
ella,sales,Senior Sales Executive,file_access_success,12,0,0,1,0,0,0,0,0,0,2,1,610,normal_login_access,0.074,0.034,4,1,normal
noah,finance,Credit Controller,file_access_success,14,0,1,1,0,0,0,0,0,0,3,1,1018,repeated_legitimate_access,0.093,0.055,4,1,normal
alfie,sales,Sales Executive,file_access_success,15,1,0,3,0,0,0,0,1,0,3,1,169,routine_access,0.007,0.097,3,3,normal
nathan,it,Senior Systems Administrator,file_access_success,11,0,0,5,0,0,0,0,0,0,3,1,322,routine_access,0.146,0.024,3,1,normal
lucas,sales,Sales Manager,login_success,13,0,0,3,0,0,0,0,0,0,3,1,1141,routine_access,0.04,0.011,1,3,normal
lucas,sales,Sales Manager,login_success,17,0,0,3,0,0,0,0,0,0,1,1,412,routine_access,0.119,0.108,3,2,normal
zoe,it,Systems Administrator,login_success,14,0,0,5,0,0,0,0,0,0,1,1,1508,repeated_legitimate_access,0.121,0.081,0,1,normal
george,sales,Business Development Executive,login_success,14,0,0,3,0,0,0,0,0,0,1,1,217,routine_access,0.12,0.044,3,3,normal
lucas,sales,Sales Manager,login_success,18,0,0,4,0,0,0,0,0,0,3,1,191,normal_login_access,0.003,0.15,4,1,normal
owen,it,Endpoint Administrator,login_success,11,0,0,5,0,0,0,0,0,0,3,2,658,repeated_legitimate_access,0.191,0.045,3,2,normal
owen,it,Endpoint Administrator,file_access_success,17,0,0,4,0,0,0,0,0,0,2,1,1160,repeated_legitimate_access,0.239,0.112,1,1,normal
